review_priority,supplier_item_id,source_row_number,normalised_brand,candidate_original_name,supplier_clone_name,supplier_code,flags,required_action
Medium,SUP-20260426-01510,1533,Jo Malone London,Myrrh & Tonka Cologne Intense,Bittersweet,461550-T,intense; lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01511,1534,Jo Malone,OUD & Bergamot,Oriental Mood,461273,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01512,1535,Jo Malone,Velvet Rose & OUD,Flower Mood,503429,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01513,1536,Jo Malone,Wild Bluebll Cologne,Blue Campanula,352893,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01514,1537,Jo Malone,154 Cologne,Men In Leather Jacket,160180,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01515,1538,Jo Malone,Geranium & Verbena,Rose Mint Elegance,154058,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01516,1539,Jo Malone,Tangy Rhubarb Cologne,Zesty Tangerine,160654-XX,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01517,1540,Jo Malone,Lime Basil & Mandarin,Patchouli & Oakmoss,160616,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01518,1541,Jo Malone London,Elderflower Cordial Cologne,Black Elder & Dried Fruits,154468,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01519,1542,Jo Malone London,English Pear & Freesia,,240343,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01520,1543,Jo Malone London,Jasmine Sambac & Marigold,Dancing With Flowers,160811,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01521,1544,Jo Malone,Rose Blush Cologne (2023),Bright Coral,580278,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01522,1545,Jo Malone,Wood Sage & Sea Salt,Garden Cf Delight,160179,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01524,1547,Jo Malone London,Dark Amber & Ginger Lily,,240422,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01528,1551,Johan B,Cherry Delics,Red Sweetness,702888,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01531,1554,Joop,Night Flight,Air Space,237202-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01532,1555,Joop,Joop Homme Absolute,,250149,absolute_or_absolu,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01536,1560,Juliette Has A Gun,Not A Perfume,,250453,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01537,1561,Juliette Has A Gun,Not A Perfume,Simply Structure,461696,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01538,1562,Juliette Has A Gun,Not A Perfume Superdose,Over Structure,354181-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01541,1565,Juniper Lane,Moon Flower,Cipria,336103,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01544,1568,Justin Bieber,Girl Friend,His Girlfriend,500394-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01550,1574,Kajal,Lamar Kajal,,240610,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01551,1575,Kajal,Dahab,,240609,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01552,1576,Kajal,Dahab,,240037,duplicate_supplier_code,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01553,1577,Kanoos,Kanoos,Liberty For Him,353430-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01572,1596,Kayali,Vanilla Candy Rock Sugared,,240378,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01579,1603,Kayali,Deja Vu White Flower 57,,240708,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01590,1614,Kenzo,Kenzo World Intense,Boundless Sea,503511,intense; lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01591,1615,Kenzo,Perfume D'ete,Summer Dream,381487-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01606,1630,Kilian,Old Fashoined,,240688,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01607,1631,Kilian,Old Fashoined,,240523,duplicate_supplier_code,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01609,1633,Kilian,Amber OUD,Oriental Melody,233927,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01610,1634,Kilian,Back To Back,Deep Seduction,233663,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01611,1635,Kilian,Bad Boys Are No Good But,Love Expression,353634,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01612,1636,Kilian,Dark Lord,Blindfolded,343760,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01613,1637,Kilian,Dark Lord,Blindfolded,343760-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01614,1638,Kilian,Forbidden Games,Tribute,342767-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01615,1639,Kilian,Gold Knight,Lancelot,461376,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01616,1640,Kilian,Good Girl Gone Bad Extreme,Secret Seduction,339378,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01617,1641,Kilian,Killing Me Slowly,Poisoned Love,339480,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01618,1642,Kilian,Rolling In Love,Tashkent Mule,503694,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01619,1644,Kilian,Vodka On The Rocks,Moscow Mule,461342,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01620,1645,Kilian,Woman In Gold,Luxury Lady,461343,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01621,1646,Kilian,White Heaven,Kristal,342203,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01622,1647,Kilian,Bamboo Harmony,Lucky Panda,343735,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01623,1648,Kilian,Kisses Don't Lie,Russian Egg,260778,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01624,1649,Kilian,Black Phanthom,,240627,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01625,1650,Kilian,Black Phantom Mimento Mori,Dark Skull,342796,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01626,1651,Kilian,Intoxicated,Intoxicated Top,240402,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01628,1653,Kilian,Roses On Ice,Saturday Night,339948-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01629,1654,Kilian,A Kiss From A Rose,Ruzha,233490,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01630,1655,Kilian,Light My Fire,Lihtar,680229,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01631,1656,Kilian,Straight To Heaven OUD And,Diamond Blend,343902,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01632,1657,Kilian,Peral OUD,Ama,343921,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01633,1658,Kilian,Royal Leather,Glog,233521,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01634,1659,Kilian,Playing With The Devil,,240428,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01635,1660,Kilian,Musk Butterfly,Touch Of Feeling,354111,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01636,1661,Kilian,Musk Butterfly,Touch Of Feeling,354111-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01637,1662,Kilian,Love Don't Be Shy -rose & OUD,The Language Of Love,700989,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01638,1663,Kilian,Can't Stop Loving You,Al Ways In My Mind,354275,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01639,1664,Kilian,Can't Stop Loving You,Al Ways In My Mind,354275-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01640,1665,Kilian,Blue Moon Ginger Dash,Beach Night,336349-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01643,1668,Kilian,Good Girl Gone Bad,Good Girl Gone Bad,240098,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01645,1670,Killan,L'heure Verte,World Of Wonders,702860,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01646,1671,Killan,Apple Brandy On The Rocks,Night To Remember,702859-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01647,1672,Kilian,Apple Brandy,Bowmore,342760,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01648,1673,Kilian,Good Girl Gone Bad,Secret Influence,232017,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01649,1674,Kilian,In The City Of Sin,Babylon,338984,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01650,1675,Kilian,Love Dont Be Shy,,240868,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01651,1676,Kilian,Love Don’t Be Shy,Velvet Love,232021,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01652,1677,Kilian,White Heaven,Kristal,342203-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01653,1678,Kilian,Kologne.shield Of Protection,Wrap Me In Your Arms,462286,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01657,1682,Kinski,Kinski,Keen Actor,400058-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01662,1687,Labdanum Super Abs,Labdanum Abs,,3000401,absolute_or_absolu; possible_raw_material_or_single_note; super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01668,1693,Lacoste,L.12.12.rouge,Redstone,230245-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01669,1694,Lacoste,Lacoste Pour Femme,Ladies Volley,260894,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01670,1695,Lacoste,Eau De Lacoste L.12.12 Blanc,Simplify,558483-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01671,1696,Lacoste,White,Simplify,693257-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01673,1698,Lacoste,Eau De Lacoste L12.12 Faiche,,3000403,duplicate_supplier_code,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01674,1700,Lacoste,Lacoste Challenge,,3000403,duplicate_supplier_code,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01681,1707,Lalique,Encre Noire,,240848,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01689,1715,Lancom,Absolu Rose From The Dark,,250221,absolute_or_absolu,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01691,1717,Lancom,Absolue OUD Bouquet,,240637,absolute_or_absolu,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01695,1721,Lancom,La Vie Est Belle,,240492,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01696,1722,Lancom,"La Vie Est Belle,lancom",This Is Julia,701759-C,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01697,1723,Lancom,OUD Bouquet,Oriental Bunch,2302076-D,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01699,1725,Lancom,Idole,,240671,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01700,1726,Lancom,Idole Le Parfum,Idole Le Parfum,240091,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01709,1735,Lancom,Tresor Midnight Rose,,240347,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01712,1738,Lancome,OUD Bouquet,Oriental Bunch,232076 A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01714,1740,Lanvin,Eclat,Scandal,236025,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01715,1741,Lanvin,Marry Me,Fiancee,230759,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01716,1742,Lanvin,Modern Princess,Secret Girlfriend,233994-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01717,1743,Lanvin,Eclat D Arpege,Scandalia,233299,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01719,1745,L'artisan Parfumeur,Le Chant De Camargue,Savory Provence,343782,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01728,1754,Lattafa,Ameer Al Oudh,,240739,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01732,1758,Lattafa,Khamra,,240226,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01733,1759,Lattafa,Blue OUD,Blue OUD LZ,343705-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01737,1763,Lattafa,Yara Pink,,240159,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01738,1764,Lattafa,Yara Pink,Yara Pink,240227,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01741,1767,Laverne,Blue Laverne Bakhur,,240809,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01745,1771,Le Labo,Sedrat 37,Bright Festival,503905,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01746,1772,Le Labo,Sedrat 37,Bright Festival,503905-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01747,1773,Le Labo,Tabac 28,Jack,260955,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01748,1775,Le Labo,Baie 19,Green Accord,261075-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01750,1777,Le Labo,Another 13,Leito,353973,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01751,1778,Le Labo,Rose 31,,240429,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01752,1779,Le Labo,Santal 33,,250037,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01753,1780,Le Labo,Santal 33,Mister Sandman,339155,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01754,1781,Le Labo,Santal 33,Mister Sandman,339155-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01755,1782,Le Labo,Vetiver 46,Wood Accord,239272,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01757,1784,Le Labo,Bergamote 22,Citrus Accord,580174-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01758,1785,Le Labo,Bergamote 22,Citrus Accord,580174,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01759,1786,Le Labo,Bergamote 22,Citrus Accord,580174-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01760,1787,Le Labo,Gaiac 10 Tokyo,Smoky Forest,261246,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01761,1788,Le Labo,Patchouli 24,Woody Chypre Accord,352337,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01762,1789,Le Labo,The Noir 29,Black Tea Accord,580175,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01767,1794,Lengling,Sekushi No. 7,Leathery Razzy,503811,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01775,1802,Lorenzo Velloresi,Teint De Neige,Snow White,232093,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01784,1811,Louis Vuitton,Sun Song -2025,,250096,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01785,1812,Louis Vuitton,Sun Song -2025,,250128,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01786,1813,Louis Vuitton,Elves,,250016,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01788,1815,Louis Vuitton,Elves,,250032,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01790,1817,Louis Vuitton,Spell On You,,240474,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01791,1818,Louis Vuitton,Lv Lovers,,240445,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01792,1819,Louis Vuitton,Lv Lovers,Lv Lovers,240362,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01795,1822,Louis Vuitton,Dancing Blossom,,240349,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01798,1825,Louis Vuitton,Contre Moi,Competitor,339187,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01799,1826,Louis Vuitton,L Immensite,Never Ending Top,233336-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01800,1827,Louis Vuitton,L Immensite A,Never Ending,233336-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01802,1829,Louis Vuitton,Ombre Nomade,,240051,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01804,1831,Louis Vuitton,Ombre Nomade,OUD Al Ibn Battuta,503554-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01805,1832,Louis Vuitton,Ombre Nomade,OUD Al Ibn Battuta,503554,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01806,1833,Louis Vuitton,Ombre Nomade,OUD Al Ibn Battuta,503554-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01807,1834,Louis Vuitton,Le Jour Se Leve,Anet,233138-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01808,1835,Louis Vuitton,Fleur Du Desert,,240277,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01809,1836,Louis Vuitton,California Dream,Laguna Beach,503759,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01810,1837,Louis Vuitton,Imagination,Contemporary Elegance,503876,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01811,1838,Louis Vuitton,Imagination,Contemporary Elegance,503876-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01812,1839,Louis Vuitton,City Of Stars,Shine Bright,233112-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01814,1841,Louis Vuitton,City Of Stars,Shine Bright,233112,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01815,1842,Louis Vuitton,Stellar Times,No Gravity,343998-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01817,1844,Louis Vuitton,On The Beach,Sea Of Emotions,233485-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01818,1845,Louis Vuitton,Afternoon Swim,Mora,261099-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01819,1846,Louis Vuitton,On The Beach,Sea Of Emotions,233485,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01821,1848,Louis Vuitton,Afternoon Swim,,240298,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01822,1849,Louis Vuitton,Afternoon Swim,Mora,261099,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01823,1851,Louis Vuitton,Orage,,240969,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01824,1852,Louis Vuitton,Orage,Vacula,233496,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01825,1853,Louis Vuitton,Etoile Filante,Resplended Star,343888-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01826,1854,Louis Vuitton,Matiere Noire,Matiere Noire Top,240377,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01827,1855,Louis Vuitton,Matiere Noire,Carbon Varnish,400065,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01830,1858,Louis Vuitton,Myriad,,240612,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01833,1861,Louis Vuitton,Coeur Battant,,240467,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01836,1864,Louis Vuitton,Symphony,Symphony,240013,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01837,1865,Louis Vuitton,I'immensite,L Immensite,240077,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01838,1866,Louis Vuitton,Les Sables Roses,,240617,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01840,1868,Louis Vuitton,Nouveau Monde,,240473,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01841,1869,Louis Vuitton,Imagination,,250219,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01842,1870,Louis Vuitton,Imagination,Imagination,240075,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01844,1872,Louis Vuitton,Nuit De Feu,,240663,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
